Club,Player,Market Value (€)
FC Barcelona,Marc-André ter Stegen,60000000.0
FC Barcelona,Neto,6000000.0
FC Barcelona,Iñaki Peña,3000000.0
FC Barcelona,Arnau Tenas,1500000.0
FC Barcelona,Ronald Araujo,25000000.0
FC Barcelona,Clément Lenglet,25000000.0
FC Barcelona,Gerard Piqué,10000000.0
FC Barcelona,Samuel Umtiti,8000000.0
FC Barcelona,Santiago Ramos Mingo,500000.0
FC Barcelona,Jordi Alba,20000000.0
FC Barcelona,Junior Firpo,8000000.0
FC Barcelona,Sergiño Dest,30000000.0
FC Barcelona,Óscar Mingueza,15000000.0
FC Barcelona,Sergio Busquets,9000000.0
FC Barcelona,Matheus Fernandes,1500000.0
FC Barcelona,Frenkie de Jong,90000000.0
FC Barcelona,Pedri,70000000.0
FC Barcelona,Ilaix Moriba,25000000.0
FC Barcelona,Miralem Pjanić,20000000.0
FC Barcelona,Riqui Puig,18000000.0
FC Barcelona,Sergi Roberto,18000000.0
FC Barcelona,Carles Aleñá,15000000.0
FC Barcelona,Philippe Coutinho,30000000.0
FC Barcelona,Rafinha,15000000.0
FC Barcelona,Ansu Fati,60000000.0
FC Barcelona,Konrad de la Fuente,4000000.0
FC Barcelona,Lionel Messi,80000000.0
FC Barcelona,Ousmane Dembélé,50000000.0
FC Barcelona,Trincão,22000000.0
FC Barcelona,Álex Collado,5000000.0
FC Barcelona,Antoine Griezmann,60000000.0
FC Barcelona,Martin Braithwaite,9000000.0
Real Madrid,Thibaut Courtois,60000000.0
Real Madrid,Andriy Lunin,3000000.0
Real Madrid,Diego Altube,500000.0
Real Madrid,Luis López,150000.0
Real Madrid,Lucas Cañizares,0.0
Real Madrid,Raphaël Varane,70000000.0
Real Madrid,Éder Militão,40000000.0
Real Madrid,Sergio Ramos,10000000.0
Real Madrid,Nacho Fernández,10000000.0
Real Madrid,Víctor Chust,400000.0
Real Madrid,Pablo Ramón,50000.0
Real Madrid,Ferland Mendy,50000000.0
Real Madrid,Marcelo,7500000.0
Real Madrid,Miguel Gutiérrez,5000000.0
Real Madrid,Daniel Carvajal,30000000.0
Real Madrid,Lucas Vázquez,15000000.0
Real Madrid,Álvaro Odriozola,10000000.0
Real Madrid,Marvin Park,500000.0
Real Madrid,Sergio Santos,200000.0
Real Madrid,Casemiro,70000000.0
Real Madrid,Antonio Blanco,5000000.0
Real Madrid,Federico Valverde,65000000.0
Real Madrid,Toni Kroos,40000000.0
Real Madrid,Luka Modric,10000000.0
