Player,Nation,Position,Squad,Age,Year of birth,Matches Played,Starts,Minutes,90s Played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,Goals/90,Assists/90,Goals + Assists/90,Non-Penalty Goals/90,Non-Penalty Goals + Assists/90,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Passes Rec,xG/90,xAG/90,xG + xAG/90,npxG/90,npxG + xAG.1
Ahmed Abdullahi,ng NGA,FW,Gent,19,2004,1,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Francis Abu,gh GHA,MF,Cercle Brugge,22,2001,8,5,409,4.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Tayo Adaramola,ie IRL,"DF,MF",RWD Molenbeek,19,2003,9,8,575,6.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Noah Adedeji,be BEL,MF,Genk,18,2005,3,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Jonathan Afolabi,ie IRL,FW,Kortrijk,23,2000,10,4,397,4.4,1,0,1,1,0,0,1,0,0.23,0.0,0.23,0.23,0.23,,,,,,,,,,,,
Brian Agbor,cm CMR,DF,Gent,22,2001,3,2,208,2.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Carlos Alberto,br BRA,MF,RWD Molenbeek,21,2002,10,9,659,7.3,2,0,2,2,0,0,0,0,0.27,0.0,0.27,0.27,0.27,,,,,,,,,,,,
Josimar Alcocer,cr CRC,MF,Westerlo,19,2004,1,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Ryan Alebiosu,eng ENG,MF,Kortrijk,21,2001,11,3,348,3.9,0,1,1,0,0,0,1,0,0.0,0.26,0.26,0.0,0.26,,,,,,,,,,,,
Teddy Alloh,fr FRA,MF,Eupen,21,2002,6,1,197,2.2,0,1,1,0,0,0,1,0,0.0,0.46,0.46,0.0,0.46,,,,,,,,,,,,
Mohamed Amoura,dz ALG,FW,Union SG,23,2000,23,16,"1,434",15.9,17,2,19,16,1,1,5,0,1.07,0.13,1.19,1.0,1.13,,,,,,,,,,,,
Francis Amuzu,be BEL,FW,Anderlecht,23,1999,12,5,569,6.3,3,0,3,3,0,0,0,0,0.47,0.0,0.47,0.47,0.47,,,,,,,,,,,,
Stelios Andreou,cy CYP,DF,Charleroi,21,2002,27,27,"2,409",26.8,1,1,2,1,0,0,5,0,0.04,0.04,0.07,0.04,0.07,,,,,,,,,,,,
Nilson Angulo,ec ECU,"FW,MF",Anderlecht,20,2003,8,0,48,0.5,1,0,1,1,0,0,1,0,1.87,0.0,1.87,1.87,1.87,,,,,,,,,,,,
Bill Antonio,zw ZIM,MF,Mechelen,20,2002,12,6,577,6.4,3,0,3,3,0,0,0,0,0.47,0.0,0.47,0.47,0.47,,,,,,,,,,,,
Kristian Arnstad,no NOR,"DF,MF",Anderlecht,19,2003,14,6,645,7.2,0,1,1,0,0,0,2,0,0.0,0.14,0.14,0.0,0.14,,,,,,,,,,,,
Tolu Arokodare,ng NGA,FW,Genk,22,2000,29,11,"1,307",14.5,8,2,10,8,0,1,1,0,0.55,0.14,0.69,0.55,0.69,,,,,,,,,,,,
Isaac Asante,gh GHA,MF,Mechelen,20,2002,2,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Dirk Asare,be BEL,MF,Mechelen,19,2004,2,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Christalino Atemona,de GER,DF,Kortrijk,21,2002,2,1,96,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Lynnt Audoor,be BEL,MF,Kortrijk,19,2003,11,4,401,4.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Felipe Augusto,br BRA,MF,Cercle Brugge,19,2004,9,4,444,4.9,1,1,2,1,0,0,1,0,0.2,0.2,0.41,0.2,0.41,,,,,,,,,,,,
Gastón Ávila,ar ARG,DF,Antwerp,21,2001,2,2,180,2.0,0,1,1,0,0,0,0,0,0.0,0.5,0.5,0.0,0.5,,,,,,,,,,,,
Youssouph Badji,sn SEN,"FW,MF",Charleroi,21,2001,20,8,938,10.4,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Bilal Bafdili,be BEL,"MF,FW",Mechelen,18,2004,11,1,171,1.9,2,0,2,2,0,0,2,0,1.05,0.0,1.05,1.05,1.05,,,,,,,,,,,,
Brandon Baiye,be BEL,MF,Eupen,22,2000,28,24,"2,071",23.0,1,0,1,1,0,0,2,0,0.04,0.0,0.04,0.04,0.04,,,,,,,,,,,,
Michel-Ange Balikwisha,be BEL,"MF,FW",Antwerp,22,2001,23,20,"1,784",19.8,5,5,10,5,0,0,2,0,0.25,0.25,0.5,0.25,0.5,,,,,,,,,,,,
Sacha Banse,bf BFA,MF,Standard Liège,22,2001,3,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Ezechiel Banzuzi,nl NED,MF,OH Leuven,18,2005,27,20,"1,746",19.4,2,0,2,2,0,0,6,0,0.1,0.0,0.1,0.1,0.1,,,,,,,,,,,,
Víctor Barberá,es ESP,FW,Club Brugge,18,2004,4,0,32,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Joselpho Barnes,gh GHA,"FW,MF",Sint-Truiden,21,2001,24,3,430,4.8,1,0,1,1,0,0,2,0,0.21,0.0,0.21,0.21,0.21,,,,,,,,,,,,
Norman Bassette,be BEL,FW,Mechelen,18,2004,15,6,576,6.4,3,0,3,3,0,0,0,0,0.47,0.0,0.47,0.47,0.47,,,,,,,,,,,,
Emin Bayram,tr TUR,DF,Westerlo,20,2003,23,22,"1,974",21.9,1,2,3,1,0,0,8,0,0.05,0.09,0.14,0.05,0.14,,,,,,,,,,,,
Rafik Belghali,dz ALG,DF,Mechelen,21,2002,7,3,260,2.9,1,1,2,1,0,0,1,0,0.35,0.35,0.69,0.35,0.69,,,,,,,,,,,,
Nadhir Benbouali,dz ALG,FW,Charleroi,23,2000,8,3,333,3.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Ján Bernát,sk SVK,MF,Westerlo,22,2001,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Adriano Bertaccini,be BEL,"MF,FW",Sint-Truiden,22,2000,3,0,39,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Nathan Bitumazala,fr FRA,MF,Eupen,20,2002,6,0,115,1.3,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Christopher Bonsu Baah,gh GHA,"MF,FW",Genk,18,2004,27,14,"1,190",13.2,1,1,2,1,0,0,5,3,0.08,0.08,0.15,0.08,0.15,,,,,,,,,,,,
Jordan Bos,au AUS,"DF,MF",Westerlo,20,2002,21,19,"1,713",19.0,2,1,3,2,0,0,4,0,0.11,0.05,0.16,0.11,0.16,,,,,,,,,,,,
Mohamed Bouchouari,be BEL,DF,Anderlecht,22,2000,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Mehdi Boukamir,ma MAR,DF,Charleroi,19,2004,10,5,466,5.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Jonatan Braut Brunes,no NOR,FW,OH Leuven,22,2000,24,11,"1,058",11.8,3,1,4,3,0,0,1,0,0.26,0.09,0.34,0.26,0.34,,,,,,,,,,,,
Archie Brown,eng ENG,"MF,DF",Gent,21,2002,21,20,"1,650",18.3,0,3,3,0,0,0,3,1,0.0,0.16,0.16,0.0,0.16,,,,,,,,,,,,
Etienne Camara,fr FRA,MF,Charleroi,20,2003,6,4,338,3.8,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Ilay Camara,be BEL,MF,RWD Molenbeek,20,2003,22,17,"1,601",17.8,3,5,8,3,0,0,6,1,0.17,0.28,0.45,0.17,0.45,,,,,,,,,,,,
Cihan Çanak,tr TUR,MF,Standard Liège,18,2005,20,4,625,6.9,0,2,2,0,0,0,1,0,0.0,0.29,0.29,0.0,0.29,,,,,,,,,,,,
Antoine Colassin,be BEL,"FW,MF",Anderlecht,22,2001,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Kobe Corbanie,be BEL,DF,Antwerp,18,2005,9,0,148,1.6,1,1,2,1,0,0,0,0,0.61,0.61,1.22,0.61,1.22,,,,,,,,,,,,
Soumaïla Coulibaly,fr FRA,DF,Antwerp,19,2003,17,16,"1,363",15.1,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Niklo Dailly,be BEL,"MF,FW",RWD Molenbeek,21,2001,11,3,327,3.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Jesper Daland,no NOR,DF,Cercle Brugge,23,2000,30,28,"2,526",28.1,0,1,1,0,0,0,2,0,0.0,0.04,0.04,0.0,0.04,,,,,,,,,,,,
Isaak Davies,wls WAL,FW,Kortrijk,21,2001,26,20,"1,731",19.2,8,0,8,8,0,0,1,0,0.42,0.0,0.42,0.42,0.42,,,,,,,,,,,,
Maxim De Cuyper,be BEL,DF,Club Brugge,22,2000,27,24,"2,161",24.0,2,7,9,2,0,0,4,1,0.08,0.29,0.37,0.08,0.37,,,,,,,,,,,,
Dion De Neve,be BEL,"MF,DF",Kortrijk,21,2002,27,21,"1,922",21.4,2,1,3,2,0,0,2,0,0.09,0.05,0.14,0.09,0.14,,,,,,,,,,,,
Tibe De Vlieger,be BEL,MF,Gent,17,2005,3,0,38,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Nils De Wilde,be BEL,MF,Cercle Brugge,20,2003,17,8,722,8.0,0,1,1,0,0,0,2,0,0.0,0.12,0.12,0.0,0.12,,,,,,,,,,,,
Zeno Debast,be BEL,DF,Anderlecht,19,2003,28,28,"2,474",27.5,0,0,0,0,0,0,7,1,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Massimo Decoene,be BEL,MF,Kortrijk,19,2004,1,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Tristan Degreef,be BEL,MF,Anderlecht,18,2005,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Martin Delavallée,be BEL,GK,Charleroi,19,2004,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Mathias Delorge,be BEL,MF,Sint-Truiden,19,2004,30,30,"2,659",29.5,1,2,3,1,0,0,4,0,0.03,0.07,0.1,0.03,0.1,,,,,,,,,,,,
Olivier Deman,be BEL,MF,Cercle Brugge,23,2000,5,4,380,4.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Kévin Denkey,tg TOG,FW,Cercle Brugge,22,2000,28,28,"2,494",27.7,22,0,22,20,2,3,6,0,0.79,0.0,0.79,0.72,0.72,,,,,,,,,,,,
Sada Diallo,be BEL,DF,RWD Molenbeek,21,2002,6,1,86,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Noah Dodeigne,be BEL,DF,Standard Liège,20,2003,2,0,40,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Djovkar Doudaev,be BEL,DF,RWD Molenbeek,19,2003,5,1,205,2.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Mahamadou Doumbia,ml MLI,MF,Antwerp,19,2004,9,4,365,4.1,1,0,1,1,0,0,0,0,0.25,0.0,0.25,0.25,0.25,,,,,,,,,,,,
Olivier Dumont,be BEL,MF,Sint-Truiden,21,2002,12,0,77,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Pierre Dwomoh,be BEL,MF,RWD Molenbeek,19,2004,28,27,"2,279",25.3,1,1,2,1,0,0,6,0,0.04,0.04,0.08,0.04,0.08,,,,,,,,,,,,
Malcolm Ebiowei,eng ENG,MF,RWD Molenbeek,19,2003,4,1,146,1.6,0,1,1,0,0,0,1,0,0.0,0.62,0.62,0.0,0.62,,,,,,,,,,,,
Malamine Efekele,fr FRA,MF,Cercle Brugge,19,2004,7,1,184,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Jurgen Ekkelenkamp,nl NED,MF,Antwerp,23,2000,29,27,"2,112",23.5,5,1,6,5,0,0,3,0,0.21,0.04,0.26,0.21,0.26,,,,,,,,,,,,
Romaric Etonde,fr FRA,FW,Cercle Brugge,18,2005,2,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Alieu Fadera,gm GAM,"MF,FW",Genk,21,2001,16,12,965,10.7,3,1,4,3,0,0,3,0,0.28,0.09,0.37,0.28,0.37,,,,,,,,,,,,
Noah Fadiga,sn SEN,MF,Gent,23,1999,15,3,414,4.6,0,1,1,0,0,0,2,1,0.0,0.22,0.22,0.0,0.22,,,,,,,,,,,,
Matias Fernandez-Pardo,be BEL,FW,Gent,18,2005,5,2,186,2.1,1,0,1,1,0,0,0,0,0.48,0.0,0.48,0.48,0.48,,,,,,,,,,,,
Fabio Ferraro,be BEL,MF,RWD Molenbeek,20,2002,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Matteo Filorizzo,be BEL,FW,Eupen,17,2006,3,0,35,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Seydou Fini,it ITA,MF,Standard Liège,17,2006,4,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Alexis Flips,fr FRA,"FW,MF",Anderlecht,23,2000,12,5,381,4.2,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Malick Fofana,be BEL,MF,Gent,18,2005,19,12,"1,146",12.7,2,3,5,2,0,0,1,0,0.16,0.24,0.39,0.16,0.39,,,,,,,,,,,,
Matija Frigan,hr CRO,FW,Westerlo,20,2003,23,12,"1,004",11.2,4,0,4,4,0,0,1,0,0.36,0.0,0.36,0.36,0.36,,,,,,,,,,,,
Haruya Fujii,jp JPN,DF,Kortrijk,22,2000,5,5,450,5.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Joel Fujita,jp JPN,MF,Sint-Truiden,21,2002,20,10,893,9.9,1,1,2,1,0,0,2,0,0.1,0.1,0.2,0.1,0.2,,,,,,,,,,,,
Matías Galarza,ar ARG,MF,Genk,21,2002,22,15,"1,295",14.4,1,0,1,1,0,0,5,0,0.07,0.0,0.07,0.07,0.07,,,,,,,,,,,,
Omri Gandelman,il ISR,MF,Gent,23,2000,22,7,787,8.7,6,3,9,6,0,0,1,1,0.69,0.34,1.03,0.69,1.03,,,,,,,,,,,,
Munashe Garan'anga,zw ZIM,DF,Mechelen,22,2001,6,5,437,4.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Yann Gboho,fr FRA,"MF,FW",Cercle Brugge,22,2001,20,16,"1,383",15.4,0,3,3,0,0,0,0,0,0.0,0.2,0.2,0.0,0.2,,,,,,,,,,,,
Théo Gécé,be BEL,MF,RWD Molenbeek,22,2001,7,1,128,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Fernand Gouré,ci CIV,FW,Westerlo,21,2002,4,0,30,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Parfait Guiagon,ci CIV,"MF,FW",Charleroi,22,2001,23,17,"1,367",15.2,5,2,7,5,0,0,0,0,0.33,0.13,0.46,0.33,0.46,,,,,,,,,,,,
Muhammed Gümüskaya,tr TUR,MF,Westerlo,22,2001,3,1,79,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Pape Habib Guèye,sn SEN,FW,Kortrijk,23,1999,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Anouar Ait El Hadj,be BEL,"MF,FW",Genk,21,2002,9,3,282,3.1,2,0,2,2,0,0,2,0,0.64,0.0,0.64,0.64,0.64,,,,,,,,,,,,
Bakary Haidara,ci CIV,DF,Westerlo,18,2005,5,4,350,3.9,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Dogucan Haspolat,tr TUR,MF,Westerlo,23,2000,18,4,469,5.2,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Ibe Hautekiet,be BEL,DF,Standard Liège,21,2002,2,0,58,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Shion Homma,jp JPN,MF,Club Brugge,22,2000,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Nathan Huygevelde,be BEL,MF,Union SG,19,2004,2,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
George Ilenikhena,fr FRA,FW,Antwerp,16,2006,28,7,976,10.8,8,0,8,8,0,0,2,0,0.74,0.0,0.74,0.74,0.74,,,,,,,,,,,,
Joachim Imbrechts,se SWE,GK,Union SG,21,2001,1,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Abdoul Kader Yaméogo,ci CIV,DF,Club Brugge,18,2004,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Abdelkahar Kadri,dz ALG,MF,Kortrijk,23,2000,27,26,"2,283",25.4,4,3,7,3,1,1,4,0,0.16,0.12,0.28,0.12,0.24,,,,,,,,,,,,
Marco Kana,be BEL,"DF,MF",Anderlecht,20,2002,2,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Marco Kana,be BEL,"MF,DF",Kortrijk,20,2002,16,15,"1,304",14.5,0,0,0,0,0,0,5,1,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Fatih Kaya,,FW,Sint-Truiden,23,1999,29,12,"1,166",13.0,0,0,0,0,0,1,3,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Emilio Kehrer,de GER,FW,Cercle Brugge,21,2002,4,0,40,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Amadou Keita,gn GUI,MF,Eupen,21,2001,24,15,"1,363",15.1,1,1,2,1,0,0,4,0,0.07,0.07,0.13,0.07,0.13,,,,,,,,,,,,
Mandela Keita,be BEL,MF,OH Leuven,21,2002,1,1,63,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Mandela Keita,be BEL,MF,Antwerp,21,2002,20,17,"1,485",16.5,0,2,2,0,0,0,3,1,0.0,0.12,0.12,0.0,0.12,,,,,,,,,,,,
Bilal El Khannouss,ma MAR,MF,Genk,19,2004,27,25,"2,182",24.2,3,6,9,3,0,0,4,0,0.12,0.25,0.37,0.12,0.37,,,,,,,,,,,,
Bram Lagae,be BEL,DF,Gent,19,2004,2,1,135,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Boris lambert,be BEL,"MF,DF",Eupen,23,2000,17,17,"1,424",15.8,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Félix Lemaréchal,fr FRA,MF,Cercle Brugge,19,2003,21,18,"1,562",17.4,0,4,4,0,0,0,4,0,0.0,0.23,0.23,0.0,0.23,,,,,,,,,,,,
Theo Leoni,be BEL,MF,Anderlecht,23,2000,28,20,"1,901",21.1,3,7,10,3,0,0,4,0,0.14,0.33,0.47,0.14,0.47,,,,,,,,,,,,
Fedde Leysen,be BEL,DF,Union SG,20,2003,4,4,336,3.7,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Tobe Leysen,be BEL,GK,OH Leuven,21,2002,16,16,"1,440",16.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Jonas Lietaert,be BEL,DF,Cercle Brugge,19,2004,11,1,172,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Justin Lonwijk,sr SUR,"FW,MF",Anderlecht,23,1999,3,0,42,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Nicolas Madsen,dk DEN,MF,Westerlo,23,2000,27,24,"2,111",23.5,12,0,12,4,8,8,4,0,0.51,0.0,0.51,0.17,0.17,,,,,,,,,,,,
Gary Magnée,be BEL,"MF,DF",Eupen,23,1999,24,24,"1,958",21.8,2,4,6,1,1,1,3,0,0.09,0.18,0.28,0.05,0.23,,,,,,,,,,,,
Christ Makosso,cg CGO,DF,RWD Molenbeek,19,2004,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Yonas Malede,il ISR,FW,Mechelen,23,1999,13,0,321,3.6,0,3,3,0,0,0,1,0,0.0,0.84,0.84,0.0,0.84,,,,,,,,,,,,
Mark Mampasi,ua UKR,DF,Kortrijk,20,2003,21,19,"1,702",18.9,0,1,1,0,0,0,3,0,0.0,0.05,0.05,0.0,0.05,,,,,,,,,,,,
Théo Maréchal,nl NED,MF,Eupen,18,2005,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Eliot Matazo,be BEL,MF,Antwerp,21,2002,4,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Dylan Mbayo,be BEL,"MF,FW",Kortrijk,21,2001,9,4,449,5.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Pathé Mboup,sn SEN,"MF,FW",RWD Molenbeek,19,2003,19,6,762,8.5,2,2,4,2,0,0,3,0,0.24,0.24,0.47,0.24,0.47,,,,,,,,,,,,
Dire Mebude,sct SCO,MF,Westerlo,19,2004,3,1,98,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Nayel Mehssatou,cl CHI,"MF,DF",Kortrijk,21,2002,26,22,"1,926",21.4,0,1,1,0,0,0,6,0,0.0,0.05,0.05,0.0,0.05,,,,,,,,,,,,
Bjorn Meijer,nl NED,DF,Club Brugge,20,2003,20,15,"1,344",14.9,1,0,1,1,0,0,0,0,0.07,0.0,0.07,0.07,0.07,,,,,,,,,,,,
Alex Mighten,eng ENG,MF,Kortrijk,21,2002,10,2,244,2.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Alan Minda,ec ECU,"MF,FW",Cercle Brugge,20,2003,28,18,"1,509",16.8,7,6,13,7,0,0,2,0,0.42,0.36,0.78,0.42,0.78,,,,,,,,,,,,
Lars Montegnies,be BEL,MF,Kortrijk,17,2005,3,2,173,1.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Luca Monticelli,be BEL,MF,Anderlecht,18,2005,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Roméo Monticelli,be BEL,MF,Charleroi,17,2005,4,1,117,1.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Suphanat Mueanta,th THA,FW,OH Leuven,20,2002,9,0,143,1.6,1,0,1,1,0,0,0,0,0.63,0.0,0.63,0.63,0.63,,,,,,,,,,,,
Ngal'Ayel Mukau,cd COD,MF,Mechelen,18,2004,16,15,"1,148",12.8,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Romaine Mundle,eng ENG,MF,Standard Liège,20,2003,6,0,150,1.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Moussa N'Diaye,sn SEN,DF,Anderlecht,21,2002,11,6,646,7.2,1,1,2,1,0,0,1,0,0.14,0.14,0.28,0.14,0.28,,,,,,,,,,,,
Konan N'dri,ci CIV,"MF,FW",OH Leuven,22,2000,19,2,507,5.6,0,1,1,0,0,0,1,0,0.0,0.18,0.18,0.0,0.18,,,,,,,,,,,,
Flávio Nazinho,pt POR,"DF,MF",Cercle Brugge,20,2003,20,14,"1,130",12.6,1,0,1,1,0,0,5,1,0.08,0.0,0.08,0.08,0.08,,,,,,,,,,,,
Nathan Ngoy,be BEL,DF,Standard Liège,20,2003,15,13,"1,180",13.1,1,0,1,1,0,0,6,1,0.08,0.0,0.08,0.08,0.08,,,,,,,,,,,,
Ken Nkuba,be BEL,MF,Charleroi,21,2002,4,1,157,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Ken Nkuba,be BEL,MF,Genk,21,2002,4,0,43,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Lucas Noubi,be BEL,DF,Standard Liège,18,2005,13,11,"1,061",11.8,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Nachon Nsingi,be BEL,"FW,MF",OH Leuven,22,2001,26,14,"1,211",13.5,2,3,5,2,0,0,3,0,0.15,0.22,0.37,0.15,0.37,,,,,,,,,,,,
Mitchy Ntelo,be BEL,FW,Charleroi,22,2001,4,0,38,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Isaac Nuhu,gh GHA,"FW,MF",Eupen,21,2002,30,27,"2,279",25.3,4,2,6,4,0,0,2,0,0.16,0.08,0.24,0.16,0.24,,,,,,,,,,,,
Antonio Nusa,no NOR,"MF,FW",Club Brugge,18,2005,20,9,"1,009",11.2,3,3,6,3,0,0,0,0,0.27,0.27,0.54,0.27,0.54,,,,,,,,,,,,
Noah Ohio,nl NED,FW,Standard Liège,20,2003,14,2,317,3.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
Kazeem Olaigbe,be BEL,"MF,FW",Cercle Brugge,20,2003,20,3,606,6.7,3,0,3,3,0,0,0,0,0.45,0.0,0.45,0.45,0.45,,,,,,,,,,,,
